Company, Ticker,Exchange
Hyzon Motors Inc, HYZN,NASDAQ
I D Systems Inc, IDSY,NASDAQ
I2 Technologies, ITWO,NASDAQ
I3 Mobile, IIIM,NASDAQ
IAA Inc, IAA,NYSE
Iac Inter-Active Corp, IACIV,NASDAQ
IAC InterActiveCorp, IAC,NASDAQ
Iac/Interactivecorp, IACI,NASDAQ
Iac/Interactivecorp, IACID,NASDAQ
Iac/Interactivecorp Warrants, IACIZ,NASDAQ
Iac/Interactivecorp Wts 2/09, IACIW,NASDAQ
Iamgold Corporation, IAG,NYSE
Iamgold Corporation, IAG,NYSE
Ibasis, IBAS,NASDAQ
Ibere Pharmaceuticals, IBER,NYSE
IBERIBANK Corporation, IBKC,NASDAQ
IBEX Limited, IBEX,NASDAQ
IBO, IBO,AMEX
I-Cable Communications Limited ADS, ICAB,NASDAQ
Icad Inc, ICAD,NASDAQ
Icagen, ICGN,NASDAQ
Icagen, ICGND,NASDAQ
ICC Holdings Inc, ICCH,NASDAQ
IceCure Medical Ltd, ICCM,NASDAQ
ICF International Inc, ICFI,NASDAQ
Ichor Holdings, ICHR,NASDAQ
Icici Bank Ltd, IBN,NYSE
Icici Bank Ltd, IBN,NYSE
ICL Group Ltd, ICL,NYSE
Ico, ICOC,NASDAQ
Ico Global Communications Holdings Limited De, ICOG,NASDAQ
ICON PLC, ICLR,NASDAQ
Iconic Sports Acquisition Corp, ICNC,NYSE
Iconix Brand Group Inc, ICON,NASDAQ
Icop Digital, ICOP,NASDAQ
Icop Digital, ICDG,NASDAQ
Icop Digital - Non-Redeemable Class B Warrants, ICOPZ,NASDAQ
Icop Digital - Warrant, ICDGW,NASDAQ
Icop Digital, ICOPD,NASDAQ
Icop Digital Wrt, ICOPW,NASDAQ
Icos, ICOS,NASDAQ
Icos Vision Systems Corp, IVIS,NASDAQ
Icosavax Inc, ICVX,NASDAQ
Ict Grp., ICTG,NASDAQ
Icts International N.V, ICTS,NASDAQ
ICU Medical Inc, ICUI,NASDAQ
Icx Technology, ICXT,NASDAQ
ID Biomedical - Common Shares, IDBE,NASDAQ
IDACORP Inc, IDA,NYSE
Ideal Power Inc, IPWR,NASDAQ
Ideanomics Inc, IDEX,NASDAQ
IDEAYA Biosciences Inc, IDYA,NASDAQ
Idec Pharmaceuticals, IDPH,NASDAQ
Identiv Inc, INVE,NASDAQ
Identix, IDNX,NASDAQ
Idera Pharmaceuticals Inc, IDRA,NASDAQ
IDEX Corporation, IEX,NYSE
IDEXX Laboratories Inc, IDXX,NASDAQ
Idi, IDI,AMEX
Idm Pharma, IDMI,NASDAQ
Idreamsky Technology Limited ADS, DSKY,NASDAQ
IDT Corporation, IDT,NYSE
Idt Spectrum, GIGZ,NASDAQ
IDW Media Holdings, IDW,AMEX
Idx Systems, IDXC,NASDAQ
IEC Electronics Corp, IEC,AMEX
IEC Electronics Corp, IEC,NASDAQ
IES Holdings Inc, IESC,NASDAQ
IF Bancorp Inc, IROQ,NASDAQ
I-Flow, IFLO,NASDAQ
IG Acquisition Corporation, IGAC,NASDAQ
IGM Biosciences Inc, IGMS,NASDAQ
Ignyte Acquisition Corporation, IGNY,NASDAQ
IHS Holding Limited, IHS,NYSE
IHS Markit Ltd, INFO,NYSE
Ihs Markit Ltd., INFO,NASDAQ
II VI Incorporated, IIVI,NASDAQ
Ikang Healthcare Grp. ADS, KANG,NASDAQ
Ikaria, IKAR,NASDAQ
Ikena Oncology Inc, IKNA,NASDAQ
Ikonics Corporation, IKNX,NASDAQ
Illinois Tool Works Inc, ITW,NYSE
Illumina Inc, ILMN,NASDAQ
Ilog S.A. American Dep Shs, ILOG,NASDAQ
IM Cannabis Corporation, IMCC,NASDAQ
IMAC Holdings Inc, IMAC,NASDAQ
Image Entertainment, DISK,NASDAQ
Image Sensing Systems Inc, ISNS,NASDAQ
Imago BioSciences Inc, IMGO,NASDAQ
Imanage, IMAN,NASDAQ
IMARA Inc, IMRA,NASDAQ
Imation Corp., IMN,NYSE
IMAX Corporation, IMAX,NYSE
Immatics NV, IMTX,NASDAQ
Immersion Corporation, IMMR,NASDAQ
Immix Biopharma Inc, IMMX,NASDAQ
ImmuCell Corporation, ICCC,NASDAQ
Immucor, BLUD,NASDAQ
Immune Design Corp., IMDZ,NASDAQ
Immune Response Corp CL A Wts, IMNRW,NASDAQ
Immuneering Corporation, IMRX,NASDAQ
Immunic Inc, IMUX,NASDAQ
Immunicon, IMMC,NASDAQ
ImmunityBio Inc, IBRX,NASDAQ
ImmunoGen Inc, IMGN,NASDAQ
Immunome Inc, IMNM,NASDAQ
Immunomedics Inc, IMMU,NASDAQ
ImmunoPrecise Antibodies Ltd, IPA,NASDAQ
Immunovant Inc, IMVT,NASDAQ
Immunovant Inc, IMVTU,NASDAQ
Immutep Limited, PBMD,NASDAQ
Imp, IMPX,NASDAQ
Impac Mortgage Holdings Inc, IMH,AMEX
Impco Technologies, IMCO,NASDAQ
Impel NeuroPharma Inc, IMPL,NASDAQ
Imperial Oil Limited, IMO,AMEX
Imperial Petroleum Inc, IMPP,NASDAQ
Imperial Petroleum Inc, IMPPV,NASDAQ
Imperial Sugar Company, IPSU,NASDAQ
Imperial Sugar Company Wts 08, IPSUW,NASDAQ
Imperva, IMPV,NASDAQ
Impinj Inc, PI,NASDAQ
Imprivata, IMPR,NYSE
Ims Health Holdings, IMS,NYSE
IMV Inc, IMV,NASDAQ
IN8bio Inc, INAB,NASDAQ
Inari Medical Inc, NARI,NASDAQ
Inception Growth Acquisition Ltd, IGTAU,NASDAQ
Income Opportunity Realty Investments, IOR,AMEX
Incontact, SAAS,NASDAQ
Incredimail Ltd., MAIL,NASDAQ
Incyte Corporation, INCY,NASDAQ
Indaptus Therapeutics Inc, INDP,NASDAQ
Independence Community Bank, ICBC,NASDAQ
Independence Contract Drilling Inc, ICD,NYSE
Independence Holding Company, IHC,NYSE
Independence Holding Company, INHO,NASDAQ
Independence Holdings Corporation, ACQR,NASDAQ
Independence Realty Trust Inc, IRT,NYSE
Independent Bank, IBCPD,NASDAQ
Independent Bank Corporation, IBCP,NASDAQ
Independent Bank Corporation, INDB,NASDAQ
Independent Bank Group Inc, IBTX,NASDAQ
India Fund Inc, IFN,NYSE
India Globalization Capital Inc, IGC,AMEX
Indiana Community Bancorp, INCB,NASDAQ
Indonesia Energy Corporation Limited, INDO,AMEX
Indus, IINT,NASDAQ
INDUS Realty Trust Inc, INDT,NASDAQ
Industrial Distribution Grp, IDGR,NASDAQ
Industrial Human Capital Inc, AXH,NYSE
Industrial Logistics Properties Trust, ILPT,NASDAQ
Industrial Select Sector, XLI,AMEX
Industrial Services of America Inc, IDSA,NASDAQ
Industrial Tech Acquisitions Inc, ITAC,NASDAQ
Inergy Holdings, NRGP,NASDAQ
Inet Technologies, INTI,NASDAQ
Inficon Ads, IFCN,NASDAQ
Infinera Corporation, INFN,NASDAQ
Infinity Cross Border Acquisition Corp. - Unit, INXBU,NASDAQ
Infinity Pharmaceuticals Inc, INFI,NASDAQ
InflaRx NV, IFRX,NASDAQ
Inflection Point Acquisition Corporation, IPAX,NASDAQ
Infobird Company Ltd, IFBD,NASDAQ
Infoblox Inc., BLOX,NYSE
Infocrossing, IFOX,NASDAQ
Infocure Corp, VWKS,NASDAQ
Infocus, INFS,NASDAQ
Infogroup Inc. Common Sto, IUSA,NASDAQ
Infologix, IFLG,NASDAQ
Infologix, IFLGD,NASDAQ
Informatica Inc, INFA,NYSE
Information Analysis Inc, IAIC,NASDAQ
Information Resources, IRIC,NASDAQ
Information Services Group, III,NASDAQ
Infovista S.A. ADS, IVTA,NASDAQ
Infrareit, HIFR,NYSE
Infrastructure and Energy Alternatives Inc, IEA,NASDAQ
InfuSystems Holdings Inc, INFU,AMEX
ING Groep NV, ING,NYSE
Ing Groep NV Perpetual Debt Securities, INZ,NYSE
Ingersoll Rand PLC, IR,NYSE
Ingevity Corporation, NGVT,NYSE
Ingles Markets Incorporated, IMKTA,NASDAQ
Ingredion Incorporated, INGR,NYSE
Inhibikase Therapeutics Inc, IKT,NASDAQ
Inhibitex, INHX,NASDAQ
Inhibrx Inc, INBX,NASDAQ
Inkine Pharmaceutical, INKP,NASDAQ
InMed Pharmaceuticals Inc, INM,NASDAQ
InMode Ltd, INMD,NASDAQ
INmune Bio Inc, INMB,NASDAQ
InnerWorkings Inc, INWK,NASDAQ
Innocoll Holdings - Ordinary Shares, INNL,NASDAQ
Innodata Inc, INOD,NASDAQ
Innophos Holdings Inc, IPHS,NASDAQ
Innospec Inc, IOSP,NASDAQ
Innotrac Corp., INOC,NASDAQ
InnovAge Holding Corporation, INNV,NASDAQ
Innovate Biopharmaceuticals Inc, INNT,NASDAQ
INNOVATE Corp, VATE,NYSE
INNOVATION ECONOMY CORP, MYIE,NASDAQ
Innovative Industrial Properties Inc, IIPR,NYSE
Innovative International Acquisition Corporation, IOAC,NASDAQ
Innovative International Acquisition Corporation, IOACU,NASDAQ
Innovative Solutions and Support Inc, ISSC,NASDAQ
Innovid Corp, CTV,NYSE
Innoviva Inc, INVA,NASDAQ
Innoviz Technologies Ltd, INVZ,NASDAQ
Innoviz Technologies Ltd, INVZW,NASDAQ
Innsuites Hospitality Trust, IHT,AMEX
Inogen Inc, INGN,NASDAQ
Inotiv Inc, NOTV,NASDAQ
Inovalon Holdings Inc, INOV,NASDAQ
Inovio Pharmaceuticals Inc New, INO,NASDAQ
Inozyme Pharma Inc, INZY,NASDAQ
Inphi Corporation, IPHI,NASDAQ
Inphi Corporation, IPHI,NYSE
Inphonic, INPC,NASDAQ
Inpixon, INPX,NASDAQ
Inplay Technologies, NPLA,NASDAQ
Inrange Technologies Corp.-CL B, INRG,NASDAQ
Inseego Corporation, INSG,NASDAQ
Insight Acquisition Corporation, INAQ,NYSE
Insight Communications CO CL A, ICCI,NASDAQ
Insight Enterprises Inc, NSIT,NASDAQ
Insight Select Income Fund, INSI,NYSE
Insightful Corp, IFUL,NASDAQ
Insignia Systems Inc, ISIG,NASDAQ
Insmed, INSMD,NASDAQ
Insmed Inc, INSM,NASDAQ
Insperity Inc, NSP,NYSE
Inspira Technologies Oxy B H N Ltd, IINN,NASDAQ
Inspire Medical Systems Inc, INSP,NYSE
Inspire Pharmaceuticals, ISPH,NASDAQ
Inspired Entertainment - Warrants, INSEW,NASDAQ
Inspired Entertainment Inc, INSE,NASDAQ
InspireMD Inc New, NSPR,AMEX
InspireMD Inc New, NSPR,NASDAQ
Installed Building Products Inc, IBP,NYSE
Insteel Industries Inc, IIIN,NASDAQ
Insteel Industries Inc, IIIN,NYSE
Instill Bio Inc, TIL,NASDAQ
Instinet Grp. Incorporated, INGP,NASDAQ
Instructure Holdings Inc, INST,NYSE
INSU Acquisition Corporation II, INAQ,NASDAQ
INSU Acquisition Corporation III, IIII,NASDAQ
Insulet Corporation, PODD,NASDAQ
Insurance Acquisition Corporation, INSU,NASDAQ
Insurance Auto Auctions, IAAI,NASDAQ
Insure.Com, NSUR,NASDAQ
Insys Therapeutics, INSY,NASDAQ
Intac Intl, INTN,NASDAQ
Intapp Inc, INTA,NASDAQ
Intarcia Therapeutics, ITCA,NASDAQ
Intec Parent Inc, NTEC,NASDAQ
Integer Holdings Corporation, ITGR,NYSE
Integra LifeSciences Holdings Corporation, IART,NASDAQ
Integra Resources Corp, ITRG,AMEX
Integral Acquisition Corporation 1, INTE,NASDAQ
Integral Acquisition Corporation 1, INTEU,NASDAQ
Integral Systems, ISYS,NASDAQ
Integrated Alarm Services Grp, IASG,NASDAQ
Integrated Circuit Systems, ICST,NASDAQ
Integrated Device Technology, IDTI,NASDAQ
Integrated Rail and Resources Acquisition Corp, IRRX,NYSE
Integrity Applications Inc, IGAP,NASDAQ
Integrity Financial, IFCB,NASDAQ
Intel Corporation, INTC,NASDAQ
Intel Corporation, INTC,NASDAQ
Inteliquent, IQNT,NASDAQ
Intellia Therapeutics Inc, NTLA,NASDAQ
Intellicheck Inc, IDN,AMEX
Intellicheck Inc, IDN,NASDAQ
Intelligent Medicine Acquisition Corporation, IQMD,NASDAQ
Intelligent Medicine Acquisition Corporation, IQMDU,NASDAQ
Intelligent Systems Corporation, INS,NYSE
Intelligent Systems Corporation New, INS,AMEX
Intellon, ITLN,NASDAQ
Intelsat SA, I,NYSE
Inter Parfums Inc, IPAR,NASDAQ
Interactive Brokers Group Inc, IBKR,NASDAQ
Interactive Health, IHTT,NASDAQ
Interactive Intelligence Grp., ININ,NASDAQ
Intercept Pharmaceuticals Inc, ICPT,NASDAQ
Interchange, INCX,NASDAQ
Interchange Financial Services, IFCJ,NASDAQ
Intercontinental Exchange Inc, ICE,NYSE
Intercorp Financial Services Inc, IFS,NYSE
Intercure Ltd, INCR,NASDAQ
Interdigital, IDCCD,NASDAQ
InterDigital Inc, IDCC,NASDAQ
Interface, IFSIA,NASDAQ
Interface Inc, TILE,NASDAQ
Intergral Ad Science Holding Corporation, IAS,NASDAQ
Intergrated Media Technology Ltd, IMTE,NASDAQ
Intergroup Corporation, INTG,NASDAQ
Interland, INLD,NASDAQ
Interlink Electronics Inc, LINK,NASDAQ
Intermagnetics General, IMGC,NASDAQ
Intermolecular Inc, IMI,NASDAQ
Internap Corporation, INAP,NASDAQ
International Assets Holding Corp., IAAC,NASDAQ
International Bancshares Corporation, IBOC,NASDAQ
International Business Machines Corp, IBM,NYSE
International Displayworks, IDWK,NASDAQ
International Flavors and Fragrances Inc, IFF,NYSE
International Game Technology PLC, IGT,NYSE
International General Insurance Holdings Ltd, IGIC,NASDAQ
International Media Acquisition Corporation, IMAQ,NASDAQ
International Money Express Inc, IMXI,NASDAQ
International Paper Company, IP,NYSE
International Seaways Inc, INSW,NYSE
International Speedway Corporation, ISCA,NASDAQ
International Tower Hill Mines Ltd New, THM,AMEX
Internet Brands, INET,NASDAQ
Internet Commerce, ICCA,NASDAQ
Internet Gold Golden Lines Ltd, IGLD,NASDAQ
Internet Gold Golden Lines Ltd., IGLDF,NASDAQ
Internet Security Systems, ISSX,NASDAQ
Interpace Biosciences Inc, IDXG,NASDAQ
InterPrivate Acquisition Corp, IPV,NYSE
InterPrivate II Acquisition Corp, IPVA,NYSE
InterPrivate III Financial Partners Inc, IPVF,NYSE
InterPrivate IV InfraTech Partners Inc, IPVI,NASDAQ
Interpublic Group of Companies Inc, IPG,NYSE
Intersect ENT Inc, XENT,NASDAQ
Intersections, INTX,NASDAQ
Intershop Communications AG, ISHP,NASDAQ
Intersil Corp., ISIL,NASDAQ
Interval Leisure Grp. Common Stock When Issued, IILGV,NASDAQ
Interwoven, IWOV,NASDAQ
InterXion Holding NV, INXN,NYSE
Intevac Inc, IVAC,NASDAQ
Intier Automotive  Inc. - Class A Subordinate Voting Shares, IAIA,NASDAQ
INTL FCStone Inc, INTL,NASDAQ
Intra Cellular Therapies Inc, ITCI,NASDAQ
Intrado Inc., TRDO,NASDAQ
Intralase Corp, ILSE,NASDAQ
Intralinks, ILNX,NASDAQ
Intraware, ITRAD,NASDAQ
Intraware, ITRA,NASDAQ
Intrepid Potash Inc, IPI,NYSE
Intrexon Corporation, XON,NASDAQ
Intricon Corporation, IIN,NASDAQ
Intrusion Inc, INTZ,NASDAQ
Intrusion Inc., INZCD,NASDAQ
Intuit Inc, INTU,NASDAQ
Intuitive Surgical Inc, ISRG,NASDAQ
Inuvo Inc, INUV,AMEX
Invacare Corporation, IVC,NYSE
Invensense, INVN,NYSE
Inventiv Health, VTIV,NASDAQ
InvenTrust Properties Corporation, IVT,NYSE
Inventure Foods, SNAK,NASDAQ
Inveresk Research Grp., IRGI,NASDAQ
Invesco Advantage Municipal Income Trust II, VKI,AMEX
Invesco Bond Fund, VBF,NYSE
Invesco California Value Municipal Income Trust, VCV,NYSE
Invesco Dynamic Credit Opportunities Fund, VTA,NYSE
Invesco High Income 2023 Target Term Fund, IHIT,NYSE
Invesco High Income 2024 Target Term Fund, IHTA,NYSE
Invesco High Income Trust II, VLT,NYSE
Invesco Ltd, IVZ,NYSE
Invesco Mortgage Capital Inc, IVR,NYSE
Invesco Mortgage Capital Inc, IVR,NYSE
Invesco Municipal Income Opportunities Trust, OIA,NYSE
Invesco Municipal Opportunity Trust, VMO,NYSE
Invesco Municipal Trust, VKQ,NYSE
Invesco Pennsylvania Value Municipal Income Trust, VPV,NYSE
Invesco QQQ Trust Series 1, QQQ,NASDAQ
Invesco Quality Municipal Income Trust, IQI,NYSE
Invesco S&P 500 Equal Weight ETF, RSP,AMEX
Invesco S&P 500 Low Volatility ETF, SPLV,AMEX
Invesco Senior Income Trust, VVR,NYSE
Invesco Senior Loan ETF, BKLN,AMEX
Invesco Trust for Investment Grade Municipals, VGM,NYSE
Invesco Trust for Investment Grade New York Municipals, VTN,NYSE
Invesco Value Municipal Income Trust, IIM,NYSE
Investar Holding Corporation, ISTR,NASDAQ
Investcorp Credit Management BDC Inc, ICMB,NASDAQ
Investcorp Europe Acquisition Corporation I, IVCBU,NASDAQ
Investindustrial Acquisition Corp, IIACU,NYSE
Investindustrial Acquisition Corp, IIAC,NYSE
Investools Inc., IEDU,NASDAQ
Investors Bancorp Inc, ISBC,NASDAQ
Investors Financial Services, IFIN,NASDAQ
Investors Real Estate Trust, IRET,NYSE
Investors Real Estate Trust - Shares of Beneficial Interest, IRETS,NASDAQ
Investors Title Company, ITIC,NASDAQ
Invitae Corporation, NVTA,NYSE
Invitation Homes Inc, INVH,NYSE
Invitrogen, IVGN,NASDAQ
InVivo Therapeutics Holdings Corporation, NVIV,NASDAQ
INVO BioScience Inc, INVO,NASDAQ
Inx, INXIW,NASDAQ
Inx Inc., INXI,NASDAQ
IO Biotech Inc, IOBT,NASDAQ
Iomai Corp, IOMI,NASDAQ
ION Acquisition Corp 1 Ltd, IACA,NYSE
ION Acquisition Corp 2 Ltd, IACB,NYSE
ION Acquisition Corp 3 Ltd, IACC,NYSE
ION Geophysical Corporation New, IO,NYSE
Iona Technologies Adr, IONA,NASDAQ
Ionatron, IOTN,NASDAQ
Ionis Pharmaceuticals, ISIS,NASDAQ
Ionis Pharmaceuticals Inc, IONS,NASDAQ
IonQ Inc, IONQ,NYSE
Iovance Biotherapeutics Inc, IOVA,NASDAQ
Ipass Inc., IPAS,NASDAQ
Ipath Series B S&P 500 Vix Mid-Term Futures Etn, VXZB,AMEX
iPath Series B S&P 500 VIX ShortTerm Futures ETN, VXX,AMEX
Ipath Series B S&P 500 Vix Short-Term Futures Etn, VXXB,AMEX
Ipath US Treasury 10-Year Bear Etn, DTYS,NASDAQ
Ipayment, IPMT,NASDAQ
Ipc Holdings, IPCR,NASDAQ
Ipcs, IPCS,NASDAQ
IPG Photonics Corporation, IPGP,NASDAQ
IPO Auction, ZBZX,AMEX
Ipsidy Inc, AUID,NASDAQ
iQiyi Inc, IQ,NASDAQ
IQVIA Holdings Inc, IQV,NYSE
IRIDEX Corporation, IRIX,NASDAQ
Iridium Communications - Ghl Acquisition CP - One (1) Share of Common Stock And One (1) Warrant, IRDMU,NASDAQ
Iridium Communications - Warrants 02/14/2013, IRDMW,NASDAQ
Iridium Communications Inc, IRDM,NASDAQ
Iris Energy Ltd, IREN,NASDAQ
Iris International, IRIS,NASDAQ
IROKO PHARMACEUTICALS INC., IRKO,NASDAQ
Iron Leaf Capital, IRON,NASDAQ
Iron Mountain Inc REIT, IRM,NYSE
Iron Source Ltd, IS,NYSE
Iron Spark I Inc, ISAA,NASDAQ
IronNet Inc, IRNT,NYSE
IRONWOOD PHARMACEUTICALS, IRWDV,NASDAQ
Ironwood Pharmaceuticals Inc, IRWD,NASDAQ
IRSA Inversiones and Representaciones SA, IRS,NYSE
Irvine Sensors, IRSND,NASDAQ
Isco, ISKO,NASDAQ
iShares 20 plus Year Treasury Bond, TLT,NASDAQ
iShares 7 to 10 Year Treasury Bond ETF, IEF,NASDAQ
Ishares B CA Rated Corporate Bond Etf, QLTC,AMEX
Ishares Baa BA Rated Corporate Bond Etf, QLTB,AMEX
iShares China Large Cap, FXI,AMEX
iShares Core MSCI EAFE ETF, IEFA,AMEX
iShares Core MSCI Emerging Markets, IEMG,AMEX
iShares Core S&P 500, IVV,AMEX
iShares Core S&P Small Cap, IJR,AMEX
iShares Core US Aggregate Bond, AGG,AMEX
Ishares Enhanced International Large-Cap Etf, IEIL,AMEX
Ishares Enhanced International Small-Cap Etf, IEIS,AMEX
Ishares Enhanced U.S. Large-Cap, IELG,AMEX
Ishares Enhanced U.S. Small-Cap, IESM,AMEX
iShares Gold Trust, IAU,AMEX
Ishares Ibonds Mar 2016 Corporate Etf, IBDA,AMEX
Ishares Ibonds Mar 2016 Corporate Ex-Financials Term Etf, IBCB,AMEX
iShares iBoxx Dollar High Yield Corporate Bond, HYG,AMEX
iShares iBoxx Dollar Investment Grade Corporate Bond, LQD,AMEX
Ishares Intermediate-Term Corporate Bond Etf, CIU,NASDAQ
Ishares International Inflation-Linked Bond Etf, ITIP,AMEX
Ishares Long-Term Corporate Bond Etf, CLY,AMEX
iShares MSCI Brazil ETF, EWZ,AMEX
iShares MSCI China, MCHI,NASDAQ
iShares MSCI EAFE, EFA,AMEX
iShares MSCI EAFE Value ETF, EFV,AMEX
iShares MSCI Emerging Markets, EEM,AMEX
Ishares Msci Emerging Markets Horizon Etf, EMHZ,AMEX
IShares MSCI Japan New, EWJ,AMEX
iShares MSCI South Korea ETF, EWY,AMEX
iShares MSCI United Kingdom New, EWU,AMEX
iShares Russell 2000, IWM,AMEX
Ishares S&P North American Technology-Semiconductors Index Fund, IGW,NASDAQ
iShares Silver Trust, SLV,AMEX
iShares TIPS Bond, TIP,AMEX
iShares Trust iShares Preferred and Income Securities ETF, PFF,NASDAQ
iShares US Home Construction ETF, ITB,AMEX
iShares US Real Estate, IYR,AMEX
iShares US Technology ETF, IYW,AMEX
iShares US Treasury Bond ETF, GOVT,AMEX
Isilon Systems, ISLN,NASDAQ
Isleworth Healthcare Acquisition Corporation, ISLE,NASDAQ
Isonics, ISOND,NASDAQ
IsoPlexis Corporation, ISO,NASDAQ
IsoRay Inc, ISR,AMEX
Isos Acquisition Corp., ISOSU,NYSE
Isos Acquisition Corporation, ISOS,NYSE
Isotec, ISOT,NASDAQ
Isramco Inc, ISRL,NASDAQ
Issuer Direct Corporation, ISDR,AMEX
Ista Pharmaceuticals, ISTA,NASDAQ
I-Stat, STAT,NASDAQ
IT Grp., ITXG,NASDAQ
IT Tech Packaging Inc, ITP,AMEX
Itau Unibanco Holding SA, ITUB,NYSE
Itc Deltacom, ITCDD,NASDAQ
Iteris Incorporated New, ITI,NASDAQ
Iterum Therapeutics PLC, ITRM,NASDAQ
ITHAX Acquisition Corporation, ITHX,NASDAQ
Itiquira Acquisition Corporation, ITQ,NASDAQ
Itla Capital, ITLA,NASDAQ
Itron Inc, ITRI,NASDAQ
ITT Inc, ITT,NYSE
Ituran Location and Control Ltd, ITRN,NASDAQ
Itxc Corp, ITXC,NASDAQ
Ivanhoe Capital Acquisition Corp, IVAN,NYSE
IVERIC bio Inc, ISEE,NASDAQ
Ivillage, IVIL,NASDAQ
Ivow, IVOWD,NASDAQ
IX Acquisition Corporation, IXAQ,NASDAQ
Ixia, XXIA,NASDAQ
Ixys, SYXI,NASDAQ
IZEA Worldwide Inc, IZEA,NASDAQ
J Alexanders Holdings Inc, JAX,NYSE
J and J Snack Foods Corporation, JJSF,NASDAQ
J B Hunt Transport Services Inc, JBHT,NASDAQ
J C Penney Company Inc, JCP,NYSE
J Jill Inc, JILL,NYSE
J Net Enterprises, J,NASDAQ
J W Mays Inc, MAYS,NASDAQ
Jabil Inc, JBL,NYSE
Jacada Ltd. - Ordinary Shares, JCDA,NASDAQ
Jacada Ltd., JCDAD,NASDAQ
Jack Creek Investment Corporation, JCIC,NASDAQ
Jack Henry and Associates Inc, JKHY,NASDAQ
Jack in the Box Inc, JACK,NASDAQ
Jackson Financial Inc, JXN,NYSE
Jacksonville Bancorp, JXVL,NASDAQ
Jacksonville Bancorp Inc., JXSBD,NASDAQ
Jacobs Engineering Group Inc, J,NYSE
Jacobs Engineering Group Inc, JEC,NYSE
Jagged Peak Energy Inc, JAG,NYSE
Jaguar Health Inc, JAGX,NASDAQ
JAKKS Pacific Inc, JAKK,NASDAQ
Jamba - Units, JMBAU,NASDAQ
Jamba - Warrants, JMBAW,NASDAQ
Jamdat Mobile Inc., JMDT,NASDAQ
James Monroe Bancorp, JMBI,NASDAQ
James River Group Holdings Ltd, JRVR,NASDAQ
Jameson Inns, JAMS,NASDAQ
Jamf Holding Corporation, JAMF,NASDAQ
JanOne Inc, JAN,NASDAQ
Janus Henderson Group Plc, JHG,NYSE
Janus Henderson International Sustainable Equity, SXUS,NYSE
Janus Henderson Sustainable & Impact Core Bond, JIB,NYSE
Janus Henderson Sustainable Corporate Bond, SCRD,NYSE
Janus Henderson U.S. Sustainable Equity, SSPX,NYSE
Janus International Group Inc, JBI,NYSE
Janux Therapeutics Inc, JANX,NASDAQ
Japan Smaller Capitalization Fund Inc, JOF,NYSE
Jarden Corp., JAH,NYSE
Jason Industries - Warrant, JASNW,NASDAQ
Jason Industries Inc, JASN,NASDAQ
Jasper Therapeutics Inc, JSPR,NASDAQ
Jasper Therapeutics Inc, JSPRW,NASDAQ
JATT Acquisition Corp, JATT,NYSE
Javelin Mortgage Investment Corp., JMI,NYSE
Jaws Acquisition Corp, JWS,NYSE
Jaws Hurricane Acquisition Corporation, HCNE,NASDAQ
Jaws Juggernaut Acquisition Corporation, JUGG,NASDAQ
Jaws Mustang Acquisition Corp, JWSM,NYSE
Jaws Spitfire Acquisition Corporation, SPFR,NYSE
Jazz Pharmaceuticals PLC, JAZZ,NASDAQ
JB Oxford Holdings - JB Oxford Holdings Common Stock, JBOHD,NASDAQ
JBG SMITH Properties, JBGS,NYSE
JD com Inc, JD,NASDAQ
Jda Software Grp., JDAS,NASDAQ
Jds Uniphase Corp, JDSUD,NASDAQ
Jefferies Financial Group Inc, JEF,NYSE
Jefferson Bancshares, JFBI,NASDAQ
Jeffersonville Bancorp, JFBC,NASDAQ
JELD WEN Holding Inc, JELD,NYSE
Jensyn Acquistion Corp., JSYN,NASDAQ
Jensyn Acquistion Corp. - Warrants, JSYNW,NASDAQ
Jerash Holdings US Inc, JRSH,NASDAQ
Jernigan Capital Inc, JCAP,NYSE
JetBlue Airways Corporation, JBLU,NASDAQ
JetBlue Airways Corporation, JBLU,NASDAQ
JetPay Corporation, UBPSU,NASDAQ
Jewett Cameron Trading Company, JCTCF,NASDAQ
JFrog Ltd, FROG,NASDAQ
Jiayuan.Com International Ltd. ADS, DATE,NASDAQ
Jinpan International Limited, JST,NASDAQ
Jiuzi Holdings Inc, JZXN,NASDAQ
Jive Software, JIVE,NASDAQ
Jiya Acquisition Corporation, JYAC,NASDAQ
Jlm Industries, JLMI,NASDAQ
JM Smucker Company, SJM,NYSE
JMP Group Inc, JMPB,NYSE
JMP Group LLC, JMPNZ,NASDAQ
JMP Group LLC, JMPE,NYSE
JMP Group LLC, JMP,NYSE
Jni, JNIC,NASDAQ
JOANN Inc, JOAN,NASDAQ
Joby Aviation Inc, JOBY,NYSE
JOFF Fintech Acquisition Corporation, JOFF,NASDAQ
John B Sanfilippo and Son Inc, JBSS,NASDAQ
John Bean Technologies Corporation, JBT,NYSE
John Hancock Financial Opportunities Fund, BTO,NYSE
John Hancock Financial Trends Fund - Closed End Fund, JHFT,NASDAQ
John Hancock Hedged Equity and Income Fund, HEQ,NYSE
John Hancock Income Security Trust, JHS,NYSE
John Hancock Investors Trust, JHI,NYSE
John Hancock Premium Dividend Fund, PDT,NYSE
John Hancock Tax Advantaged Dividend Income, HTD,NYSE
John Hancock Tax Advantaged Global Shareholder Yield Fund, HTY,NYSE
John Wiley & Sons, JWA,NYSE
John Wiley & Sons, JWB,NYSE
